name_english,price_amount,price_unit,image_url,product_url,dimension_unit,length,width,height,category,category_original,id,uuid,is_active,store_id,time_updated,name_arabic,product_color,source_sheet,main_color,styles
Faceted Glass Table Lamp - Mercury Silver,330,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/faceted-glass-table-lamp-mercury-silver-1.jpg,https://cityw.com.sa/product/faceted-glass-table-lamp-mercury-silver/,cm,38,38,64,lampshade,lampshade,1725401409,16eff7fc-1c66-5551-8c04-9fce01128719,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Fluted Fabric Table Lamp - Sage Green,500,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fluted-fabric-table-lamp-sage-green-1.jpg,https://cityw.com.sa/product/fluted-fabric-table-lamp-sage-green/,cm,36,36,73,lampshade,lampshade,906918850,1d2962b7-ee17-5a52-bc49-79b2d83583d5,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Greige,"Modern, Minimalist"
Fluted Glass Table Lamp with Crystal Base - Smoke Grey & Oatmeal,460,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fluted-glass-table-lamp-with-crystal-base-smoke-grey-oatmeal-1.jpg,https://cityw.com.sa/product/fluted-glass-table-lamp-with-crystal-base-smoke-grey-and-oatmeal/,cm,38,38,76,lampshade,lampshade,690261482,578c62d4-e149-50cb-87c9-fd828a56fa3c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,Modern_Classic
Fluted Glass Table Lamp with Fabric Shade - Amber & Brass,360,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/fluted-glass-table-lamp-with-fabric-shade-amber-brass-1.jpg,https://cityw.com.sa/product/fluted-glass-table-lamp-with-fabric-shade-amber-and-brass/,cm,33,33,59,lampshade,lampshade,694485509,7bc147ac-531b-5de8-8f29-70498d067662,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Classy"
Geometric Iron Table Lamp - Brushed Gold & White,390,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/geometric-iron-table-lamp-brushed-gold-white-1.jpg,https://cityw.com.sa/product/geometric-iron-table-lamp-brushed-gold-and-white/,cm,38,23,56,lampshade,lampshade,1650428609,f1361051-ddda-5510-91d6-607ee747421f,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Geometric Metal Table Lamp with Fabric Drum Shade - Chrome & White,330,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/geometric-metal-table-lamp-with-fabric-drum-shade-chrome-white-1.jpg,https://cityw.com.sa/product/geometric-metal-table-lamp-with-fabric-drum-shade-chrome-and-white/,cm,38,38,58,lampshade,lampshade,1686635058,e02865a8-4a93-54ac-b2b9-ffee9af88306,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Glass Table Lamp - Smoke Grey,540,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/glass-table-lamp-smoke-grey-1.jpg,https://cityw.com.sa/product/glass-table-lamp-smoke-grey/,cm,36,23,82,lampshade,lampshade,1857871374,30b35ebb-c057-5b20-864a-bd3184f8defa,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Glass Table Lamp with Fabric Drum Shade - Silver & Champagne,430,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/glass-table-lamp-with-fabric-drum-shade-silver-champagne-1.jpg,https://cityw.com.sa/product/glass-table-lamp-with-fabric-drum-shade-silver-and-champagne/,cm,41,41,64,lampshade,lampshade,817244811,bef18b95-cf1f-5300-a055-ea79372e3108,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Contemporary"
Glass and Crystal Table Lamp with Fabric Drum Shade - Multi Green,610,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/glass-and-crystal-table-lamp-with-fabric-drum-shade-multi-green-1.jpg,https://cityw.com.sa/product/glass-and-crystal-table-lamp-with-fabric-drum-shade-multi-green/,cm,40,40,77,lampshade,lampshade,1399912019,219427e6-2bc3-5a8b-8ee7-3324f962593c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Boho"
Iron Table Lamp with Crystal Base - Gold & White,500,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/iron-table-lamp-with-crystal-base-gold-white-1.jpg,https://cityw.com.sa/product/iron-table-lamp-with-crystal-base-gold-and-white/,cm,36,36,68,lampshade,lampshade,1252662162,242f526a-23ca-57f9-a355-30872c3993ad,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Classy"
Leaf-Design Metal Table Lamp - Gold & White,340,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/leaf-design-metal-table-lamp-gold-white-1.jpg,https://cityw.com.sa/product/leaf-design-metal-table-lamp-gold-and-white/,cm,38,38,70,lampshade,lampshade,1898781695,8e037de4-047e-5dfa-a066-148c8b776422,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Classy"
Leaf-Form Polyresin Table Lamp - Antique White,360,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/leaf-form-polyresin-table-lamp-antique-white-1.jpg,https://cityw.com.sa/product/leaf-form-polyresin-table-lamp-antique-white/,cm,38,38,70,lampshade,lampshade,1658525464,ffd38e2d-9d39-5e16-a255-f28e4d24a750,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Boho, Tropical, Coastal"
Linen Table Lamp with Brass-Toned Base - Ash Grey,250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/linen-table-lamp-with-brass-toned-base-ash-grey-1.jpg,https://cityw.com.sa/product/linen-table-lamp-with-brass-toned-base-ash-grey/,cm,38,38,68,lampshade,lampshade,1935768188,2def217b-51de-5271-957b-df2130c5d062,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Greige,"Modern, Minimalist"
Marble Base Metal Table Lamp with Glass Globes - Gold & Red Marble,710,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-base-metal-table-lamp-with-glass-globes-gold-red-marble-1.jpg,https://cityw.com.sa/product/marble-base-metal-table-lamp-with-glass-globes-gold-and-red-marble/,cm,72,62,62,lampshade,lampshade,184385139,f978502e-5e4d-5c06-b5de-ffcce14c368d,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Boho"
Marble Base Table Lamp with Linen Shade - Black & White,430,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-base-table-lamp-with-linen-shade-black-white-1.jpg,https://cityw.com.sa/product/marble-base-table-lamp-with-linen-shade-black-and-white/,cm,25,25,46,lampshade,lampshade,1085230809,0ced1980-1a90-5678-90ff-09032edc1d6c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Marble Table Lamp with Fabric Drum Shade - White,700,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-table-lamp-with-fabric-drum-shade-white-1.jpg,https://cityw.com.sa/product/marble-table-lamp-with-fabric-drum-shade-white/,cm,38,38,71,lampshade,lampshade,1684977906,c7c7872f-6fb4-5134-b5a5-3c0d954c3f5d,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Marble and Brass Table Lamp - White & Gold,480,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-and-brass-table-lamp-white-gold-1.jpg,https://cityw.com.sa/product/marble-and-brass-table-lamp-white-and-gold/,cm,41,23,60,lampshade,lampshade,822333999,e372393c-5335-5806-94d9-32c24a8d3ea1,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Marble and Brass Table Lamp with Frosted Glass Globes - White & Gold,560,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-and-brass-table-lamp-with-frosted-glass-globes-white-gold-1.jpg,https://cityw.com.sa/product/marble-and-brass-table-lamp-with-frosted-glass-globes-white-and-gold/,cm,15,15,68,lampshade,lampshade,1445753285,90afef75-9ef8-55dc-abf0-c39e54120d9c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Marble and Brushed Brass Table Lamp - Warm Oatmeal & Black,510,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-and-brushed-brass-table-lamp-warm-oatmeal-black-1.jpg,https://cityw.com.sa/product/marble-and-brushed-brass-table-lamp-warm-oatmeal-and-black/,cm,30,30,86,lampshade,lampshade,714346649,dc8b7542-dc3d-5d2d-bc53-f659a3c70d2c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Marble-Look Ceramic Table Lamp - Warm Oatmeal,450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-ceramic-table-lamp-warm-oatmeal-1.jpg,https://cityw.com.sa/product/marble-look-ceramic-table-lamp-warm-oatmeal/,cm,38,38,64,lampshade,lampshade,30492736,84a45e52-cb45-5d47-aaf4-81ca352bff7e,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Marble-Look Sphere Table Lamp - White & Taupe,430,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-sphere-table-lamp-white-taupe-1.jpg,https://cityw.com.sa/product/marble-look-sphere-table-lamp-white-and-taupe/,cm,25,25,75,lampshade,lampshade,1892895290,93fab95c-52ae-5b85-afac-9ecfbe9a40ce,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
Marble-Look Stone Table Lamp - Grey & Brushed Brass,460,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-stone-table-lamp-grey-brushed-brass-1.jpg,https://cityw.com.sa/product/marble-look-stone-table-lamp-grey-and-brushed-brass/,cm,41,23,60,lampshade,lampshade,367051599,d7851f4f-f740-55aa-9828-866f66392a14,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Marble-Look Table Lamp with Fabric Drum Shade - White & Gold,670,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-table-lamp-with-fabric-drum-shade-white-gold-1.jpg,https://cityw.com.sa/product/marble-look-table-lamp-with-fabric-drum-shade-white-and-gold/,cm,46,46,84,lampshade,lampshade,373492516,380ad430-fd7a-53cb-9645-295ca8d9a558,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Marble-Look Table Lamp with Fabric Drum Shade - White & Gold - 54×43 cm,540,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-table-lamp-with-fabric-drum-shade-white-gold-1-1.jpg,https://cityw.com.sa/product/marble-look-table-lamp-with-fabric-drum-shade-white-and-gold-54-43-cm/,cm,54,43,65,lampshade,lampshade,1008056902,d1014653-0262-5f1c-906b-2617b8ecaa6b,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Minimalist"
Marble-Look Table Lamp with Fabric Shade - White & Gold,340,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-table-lamp-with-fabric-shade-white-gold-1.jpg,https://cityw.com.sa/product/marble-look-table-lamp-with-fabric-shade-white-and-gold/,cm,40,40,75,lampshade,lampshade,488922500,889f4d4c-2c8f-5443-b2f4-316bbb5167f6,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist, Classy"
Marble-Look Table Lamp with Gold Base - White & Gold,520,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-table-lamp-with-gold-base-white-gold-1.jpg,https://cityw.com.sa/product/marble-look-table-lamp-with-gold-base-white-and-gold/,cm,38,38,70,lampshade,lampshade,1711639126,29547ad6-d30f-55e0-bf4a-18f8fb6988cb,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Marble-Look Table Lamp with Pleated Fabric Shade - White,630,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-table-lamp-with-pleated-fabric-shade-white-1.jpg,https://cityw.com.sa/product/marble-look-table-lamp-with-pleated-fabric-shade-white/,cm,36,36,68,lampshade,lampshade,321940626,0bcccc43-c8c0-5873-858d-ea7077eb0bef,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Marble-Look and Brass Table Lamp - White & Gold,450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-and-brass-table-lamp-white-gold-1.jpg,https://cityw.com.sa/product/marble-look-and-brass-table-lamp-white-and-gold/,cm,40,40,61,lampshade,lampshade,547684220,91b3d0a7-6dc3-50ef-81e8-a3b8e8d5794c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Marbled Glass Table Lamp with Fabric Drum Shade - Indigo & White,370,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marbled-glass-table-lamp-with-fabric-drum-shade-indigo-white-1.jpg,https://cityw.com.sa/product/marbled-glass-table-lamp-with-fabric-drum-shade-indigo-and-white/,cm,41,41,65,lampshade,lampshade,1370547686,8eb33a17-5db9-5cc4-905a-7fc27719d5b3,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,,"Modern, Boho"
Mercury Glass Table Lamp with Linen Drum Shade - Antique Silver & Gold,420,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/mercury-glass-table-lamp-with-linen-drum-shade-antique-silver-gold-1.jpg,https://cityw.com.sa/product/mercury-glass-table-lamp-with-linen-drum-shade-antique-silver-and-gold/,cm,38,38,74,lampshade,lampshade,632968194,4e955897-9ccb-5bc5-b305-117d857b9568,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern, Classy"
Metal & Crystal Table Lamp - Gold & White,480,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/metal-crystal-table-lamp-gold-white-1.jpg,https://cityw.com.sa/product/metal-and-crystal-table-lamp-gold-and-white/,cm,41,25,70,lampshade,lampshade,587465853,5b4d6d89-43f6-56f8-b479-4e80120d5dd0,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Mottled Glass Table Lamp with Linen Shade - Taupe & White,630,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/mottled-glass-table-lamp-with-linen-shade-taupe-white-1.jpg,https://cityw.com.sa/product/mottled-glass-table-lamp-with-linen-shade-taupe-and-white/,cm,40,41,92,lampshade,lampshade,1374841413,acba8070-64ea-5fd4-97be-9a8a83d0be15,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Grey,"Modern, Minimalist"
Mushroom Dome Aluminium Table Lamp - Brushed Silver & White,420,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/mushroom-dome-aluminium-table-lamp-brushed-silver-white-1.jpg,https://cityw.com.sa/product/mushroom-dome-aluminium-table-lamp-brushed-silver-and-white/,cm,30,30,43,lampshade,lampshade,1700356298,21009fbb-b5b6-5cff-825a-8e5a9fc36553,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Paper Rope Table Lamp with Fabric Shade - Natural Beige,600,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/paper-rope-table-lamp-with-fabric-shade-natural-beige-1.jpg,https://cityw.com.sa/product/paper-rope-table-lamp-with-fabric-shade-natural-beige/,cm,45,45,54,lampshade,lampshade,1907466161,4fc15b52-e8bf-5938-90ab-4653f54bd726,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Boho, Modern"
Pierced Gold Iron Table Lamp with Fabric Shade - White & Gold,400,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/pierced-gold-iron-table-lamp-with-fabric-shade-white-gold-1.jpg,https://cityw.com.sa/product/pierced-gold-iron-table-lamp-with-fabric-shade-white-and-gold/,cm,41,41,68,lampshade,lampshade,30915070,f3fbe29c-8dff-5c33-b4c8-4c5e42a437c3,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Gold,"Modern_Classic, Boho"
Rope Base Table Lamp with Linen Shade - Warm Oatmeal,300,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/rope-base-table-lamp-with-linen-shade-warm-oatmeal-1.jpg,https://cityw.com.sa/product/rope-base-table-lamp-with-linen-shade-warm-oatmeal/,cm,36,36,71,lampshade,lampshade,900357981,32c29957-b36a-5758-a5dc-dfed294742c0,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Boho, Coastal"
Round Iron Table Lamp - Multi,270,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/round-iron-table-lamp-multi-1.jpg,https://cityw.com.sa/product/round-iron-table-lamp-multi/,cm,32,12,42,lampshade,lampshade,1055133081,e58449e2-9015-5faa-812f-2acc34f6a637,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Sculptural Cement Table Lamp - Warm Grey & Natural Linen,460,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-cement-table-lamp-warm-grey-natural-linen-1.jpg,https://cityw.com.sa/product/sculptural-cement-table-lamp-warm-grey-and-natural-linen/,cm,50,50,72,lampshade,lampshade,714809190,d1eacfdc-fc16-5ab3-8e2c-71e54a8229c0,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Boho, Modern_Classic"
Sculptural Glaze Table Lamp with Linen Shade - Teal & Brass,510,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-glaze-table-lamp-with-linen-shade-teal-brass-1.jpg,https://cityw.com.sa/product/sculptural-glaze-table-lamp-with-linen-shade-teal-and-brass/,cm,38,38,68,lampshade,lampshade,1903959436,1d51561f-b594-5dc4-9937-f2d985cb94e7,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Teal,"Modern, Minimalist"
Sculptural Iron Disc Table Lamp - Brushed Brass,250,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-iron-disc-table-lamp-brushed-brass-1.jpg,https://cityw.com.sa/product/sculptural-iron-disc-table-lamp-brushed-brass/,cm,28,12,35,lampshade,lampshade,864374438,74be2c06-c7ec-5f5b-986e-68e17e3ac5c0,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Sculptural Metal Table Lamp with Fabric Drum Shade - Black & White,500,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-metal-table-lamp-with-fabric-drum-shade-black-white-1.jpg,https://cityw.com.sa/product/sculptural-metal-table-lamp-with-fabric-drum-shade-black-and-white/,cm,38,38,75,lampshade,lampshade,606469772,d107f5ef-d799-5e8e-bc61-da3c49592f55,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Minimalist"
Sculptural Metal Table Lamp with Fabric Drum Shade - Gold & Ivory,270,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-metal-table-lamp-with-fabric-drum-shade-gold-ivory-1.jpg,https://cityw.com.sa/product/sculptural-metal-table-lamp-with-fabric-drum-shade-gold-and-ivory/,cm,30,30,56,lampshade,lampshade,860209931,cbb98f50-f133-51f8-ae9b-ed9c9af54559,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Sculptural Polyresin Monkey Table Lamp - Dark Bronze,390,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-polyresin-monkey-table-lamp-dark-bronze-1.jpg,https://cityw.com.sa/product/sculptural-polyresin-monkey-table-lamp-dark-bronze/,cm,34,34,32,lampshade,lampshade,328169764,f9531f73-df6e-55ab-8acc-d7653e20846c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Black,"Modern, Contemporary"
Sculptural Polyresin Table Lamp - Gold,350,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-polyresin-table-lamp-gold-1.jpg,https://cityw.com.sa/product/sculptural-polyresin-table-lamp-gold/,cm,36,36,66,lampshade,lampshade,985482642,71e85b6f-09e6-514e-964f-1616cc73abad,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Brass,"Modern, Minimalist"
Sculptural Polyresin Table Lamp - Warm White,370,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-polyresin-table-lamp-warm-white-1.jpg,https://cityw.com.sa/product/sculptural-polyresin-table-lamp-warm-white/,cm,30,30,79,lampshade,lampshade,47939291,c70d3cb9-571d-5ea1-afb3-e12653dbe50c,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Sculptural Polyresin Table Lamp with Linen Shade - Warm White,430,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-polyresin-table-lamp-with-linen-shade-warm-white-1.jpg,https://cityw.com.sa/product/sculptural-polyresin-table-lamp-with-linen-shade-warm-white/,cm,38,38,67,lampshade,lampshade,162145316,cda2c686-0b8c-5dda-b581-c6f781a41282,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Ivory,"Modern, Boho"
Sculptural Rabbit Polyresin Table Lamp - White,380,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-rabbit-polyresin-table-lamp-white-1.jpg,https://cityw.com.sa/product/sculptural-rabbit-polyresin-table-lamp-white/,cm,25,25,51,lampshade,lampshade,1027762284,43023d53-14ba-5e35-a6ac-4be1e8d216a3,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,White,"Modern, Minimalist"
Sculptural Wood Table Lamp - Whitewashed & White,330,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/sculptural-wood-table-lamp-whitewashed-white-1.jpg,https://cityw.com.sa/product/sculptural-wood-table-lamp-whitewashed-and-white/,cm,40,40,72,lampshade,lampshade,1809222678,bf891aa7-7eb3-5a44-93a7-b63feba35850,true,50,2026-09-12T10:12:54.047277+00:00,,,catalog_cityw_part2_prepared,Beige,"Modern, Minimalist"
